suicide_demographic_key,Country,Year,Sex,Age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($)
9532,Iceland,1996,male,55-74 years,4,18300,21.86,"7,330,965,239",29740
9533,Iceland,1996,male,15-24 years,4,21500,18.6,"7,330,965,239",29740
9534,Iceland,1996,female,75+ years,1,7600,13.16,"7,330,965,239",29740
9535,Iceland,1996,female,35-54 years,2,34300,5.83,"7,330,965,239",29740
9536,Iceland,1996,female,55-74 years,1,19400,5.15,"7,330,965,239",29740
9537,Iceland,1996,female,15-24 years,1,20700,4.83,"7,330,965,239",29740
9538,Iceland,1996,male,5-14 years,1,21900,4.57,"7,330,965,239",29740
9539,Iceland,1996,female,25-34 years,0,20400,0,"7,330,965,239",29740
9540,Iceland,1996,female,5-14 years,0,20800,0,"7,330,965,239",29740
9541,Iceland,1997,male,55-74 years,8,18551,43.12,"7,548,912,105",30326
9542,Iceland,1997,male,75+ years,2,5429,36.84,"7,548,912,105",30326
9543,Iceland,1997,male,35-54 years,10,36576,27.34,"7,548,912,105",30326
9544,Iceland,1997,male,25-34 years,3,20431,14.68,"7,548,912,105",30326
9545,Iceland,1997,male,15-24 years,3,21667,13.85,"7,548,912,105",30326
9546,Iceland,1997,female,15-24 years,2,20753,9.64,"7,548,912,105",30326
9547,Iceland,1997,female,35-54 years,3,35184,8.53,"7,548,912,105",30326
9548,Iceland,1997,female,55-74 years,1,19635,5.09,"7,548,912,105",30326
9549,Iceland,1997,female,25-34 years,1,20279,4.93,"7,548,912,105",30326
9550,Iceland,1997,female,5-14 years,0,20807,0,"7,548,912,105",30326
9551,Iceland,1997,female,75+ years,0,7772,0,"7,548,912,105",30326
9552,Iceland,1997,male,5-14 years,0,21845,0,"7,548,912,105",30326
9553,Iceland,1998,male,35-54 years,9,37412,24.06,"8,453,704,212",33513
9554,Iceland,1998,male,15-24 years,5,21660,23.08,"8,453,704,212",33513
9555,Iceland,1998,male,55-74 years,4,18929,21.13,"8,453,704,212",33513
9556,Iceland,1998,male,25-34 years,4,20591,19.43,"8,453,704,212",33513
9557,Iceland,1998,male,75+ years,1,5559,17.99,"8,453,704,212",33513
9558,Iceland,1998,female,75+ years,1,8020,12.47,"8,453,704,212",33513
9559,Iceland,1998,female,25-34 years,2,20400,9.8,"8,453,704,212",33513
9560,Iceland,1998,female,35-54 years,3,36107,8.31,"8,453,704,212",33513
9561,Iceland,1998,female,15-24 years,1,20765,4.82,"8,453,704,212",33513
9562,Iceland,1998,female,5-14 years,0,20954,0,"8,453,704,212",33513
9563,Iceland,1998,female,55-74 years,0,19896,0,"8,453,704,212",33513
9564,Iceland,1998,male,5-14 years,0,21960,0,"8,453,704,212",33513
9565,Iceland,1999,male,35-54 years,14,38386,36.47,"8,917,286,036",34858
9566,Iceland,1999,male,25-34 years,4,20700,19.32,"8,917,286,036",34858
9567,Iceland,1999,male,15-24 years,4,21657,18.47,"8,917,286,036",34858
9568,Iceland,1999,male,75+ years,1,5717,17.49,"8,917,286,036",34858
9569,Iceland,1999,female,55-74 years,2,20236,9.88,"8,917,286,036",34858
9570,Iceland,1999,female,25-34 years,2,20328,9.84,"8,917,286,036",34858
9571,Iceland,1999,female,15-24 years,2,20961,9.54,"8,917,286,036",34858
9572,Iceland,1999,male,55-74 years,1,19176,5.21,"8,917,286,036",34858
9573,Iceland,1999,female,35-54 years,1,37010,2.7,"8,917,286,036",34858
9574,Iceland,1999,female,5-14 years,0,21225,0,"8,917,286,036",34858
9575,Iceland,1999,female,75+ years,0,8193,0,"8,917,286,036",34858
9576,Iceland,1999,male,5-14 years,0,22231,0,"8,917,286,036",34858
9577,Iceland,2000,male,25-34 years,13,20851,62.35,"8,927,140,438",34372
9578,Iceland,2000,male,15-24 years,13,21730,59.83,"8,927,140,438",34372
9579,Iceland,2000,male,55-74 years,6,19771,30.35,"8,927,140,438",34372
9580,Iceland,2000,male,35-54 years,10,39024,25.63,"8,927,140,438",34372
9581,Iceland,2000,female,55-74 years,3,20653,14.53,"8,927,140,438",34372
9582,Iceland,2000,female,35-54 years,4,37863,10.56,"8,927,140,438",34372
9583,Iceland,2000,female,15-24 years,1,21102,4.74,"8,927,140,438",34372
9584,Iceland,2000,female,25-34 years,0,20451,0,"8,927,140,438",34372
9585,Iceland,2000,female,5-14 years,0,21521,0,"8,927,140,438",34372
9586,Iceland,2000,female,75+ years,0,8330,0,"8,927,140,438",34372
9587,Iceland,2000,male,5-14 years,0,22548,0,"8,927,140,438",34372
9588,Iceland,2000,male,75+ years,0,5879,0,"8,927,140,438",34372
9589,Iceland,2001,male,15-24 years,8,21707,36.85,"8,136,345,144",30850
9590,Iceland,2001,male,75+ years,2,6101,32.78,"8,136,345,144",30850
9591,Iceland,2001,male,25-34 years,5,21119,23.68,"8,136,345,144",30850
9592,Iceland,2001,male,35-54 years,9,39779,22.63,"8,136,345,144",30850
9593,Iceland,2001,male,55-74 years,4,20268,19.74,"8,136,345,144",30850
9594,Iceland,2001,female,35-54 years,5,38708,12.92,"8,136,345,144",30850
9595,Iceland,2001,female,25-34 years,2,20597,9.71,"8,136,345,144",30850
9596,Iceland,2001,female,55-74 years,1,21059,4.75,"8,136,345,144",30850
9597,Iceland,2001,female,15-24 years,0,21182,0,"8,136,345,144",30850
9598,Iceland,2001,female,5-14 years,0,21737,0,"8,136,345,144",30850
9599,Iceland,2001,female,75+ years,0,8552,0,"8,136,345,144",30850
9600,Iceland,2001,male,5-14 years,0,22929,0,"8,136,345,144",30850
9601,Iceland,2002,male,25-34 years,7,20997,33.34,"9,207,689,916",34556
9602,Iceland,2002,male,55-74 years,6,20853,28.77,"9,207,689,916",34556
9603,Iceland,2002,male,15-24 years,3,21620,13.88,"9,207,689,916",34556
9604,Iceland,2002,female,75+ years,1,8798,11.37,"9,207,689,916",34556
9605,Iceland,2002,female,35-54 years,4,39430,10.14,"9,207,689,916",34556
9606,Iceland,2002,male,35-54 years,4,40266,9.93,"9,207,689,916",34556
9607,Iceland,2002,female,25-34 years,2,20483,9.76,"9,207,689,916",34556
9608,Iceland,2002,female,55-74 years,2,21481,9.31,"9,207,689,916",34556
9609,Iceland,2002,female,15-24 years,1,21091,4.74,"9,207,689,916",34556
9610,Iceland,2002,female,5-14 years,0,21996,0,"9,207,689,916",34556
9611,Iceland,2002,male,5-14 years,0,23134,0,"9,207,689,916",34556
9612,Iceland,2002,male,75+ years,0,6306,0,"9,207,689,916",34556
9613,Iceland,2003,male,55-74 years,6,21464,27.95,"11,316,441,660",42174
9614,Iceland,2003,male,15-24 years,5,21857,22.88,"11,316,441,660",42174
9615,Iceland,2003,male,35-54 years,8,40516,19.75,"11,316,441,660",42174
9616,Iceland,2003,female,55-74 years,4,22054,18.14,"11,316,441,660",42174
9617,Iceland,2003,female,25-34 years,1,20281,4.93,"11,316,441,660",42174
9618,Iceland,2003,male,25-34 years,1,20791,4.81,"11,316,441,660",42174
9619,Iceland,2003,female,35-54 years,1,39836,2.51,"11,316,441,660",42174
9620,Iceland,2003,female,15-24 years,0,21105,0,"11,316,441,660",42174
9621,Iceland,2003,female,5-14 years,0,21939,0,"11,316,441,660",42174
9622,Iceland,2003,female,75+ years,0,9063,0,"11,316,441,660",42174
9623,Iceland,2003,male,5-14 years,0,22892,0,"11,316,441,660",42174
9624,Iceland,2003,male,75+ years,0,6532,0,"11,316,441,660",42174
9625,Iceland,2004,male,75+ years,3,6720,44.64,"13,722,824,251",50528
9626,Iceland,2004,male,15-24 years,6,21991,27.28,"13,722,824,251",50528
9627,Iceland,2004,male,35-54 years,9,41248,21.82,"13,722,824,251",50528
9628,Iceland,2004,female,25-34 years,4,20526,19.49,"13,722,824,251",50528
9629,Iceland,2004,male,25-34 years,4,21106,18.95,"13,722,824,251",50528
9630,Iceland,2004,male,55-74 years,4,22162,18.05,"13,722,824,251",50528
9631,Iceland,2004,female,55-74 years,2,22573,8.86,"13,722,824,251",50528
9632,Iceland,2004,female,35-54 years,2,40199,4.98,"13,722,824,251",50528
9633,Iceland,2004,female,15-24 years,1,21091,4.74,"13,722,824,251",50528
9634,Iceland,2004,female,5-14 years,0,21899,0,"13,722,824,251",50528
9635,Iceland,2004,female,75+ years,0,9282,0,"13,722,824,251",50528
9636,Iceland,2004,male,5-14 years,0,22791,0,"13,722,824,251",50528
9637,Iceland,2005,male,25-34 years,6,21570,27.82,"16,691,490,114",60712
9638,Iceland,2005,male,35-54 years,10,41539,24.07,"16,691,490,114",60712
9639,Iceland,2005,male,55-74 years,5,22932,21.8,"16,691,490,114",60712
9640,Iceland,2005,female,35-54 years,6,40540,14.8,"16,691,490,114",60712
9641,Iceland,2005,male,15-24 years,3,22100,13.57,"16,691,490,114",60712
9642,Iceland,2005,female,55-74 years,3,23186,12.94,"16,691,490,114",60712
9643,Iceland,2005,female,15-24 years,0,21198,0,"16,691,490,114",60712
9644,Iceland,2005,female,25-34 years,0,20904,0,"16,691,490,114",60712
9645,Iceland,2005,female,5-14 years,0,21721,0,"16,691,490,114",60712
9646,Iceland,2005,female,75+ years,0,9566,0,"16,691,490,114",60712
9647,Iceland,2005,male,5-14 years,0,22712,0,"16,691,490,114",60712
9648,Iceland,2005,male,75+ years,0,6961,0,"16,691,490,114",60712
9649,Iceland,2006,male,15-24 years,6,22771,26.35,"17,048,647,568",60243
9650,Iceland,2006,male,35-54 years,10,44013,22.72,"17,048,647,568",60243
9651,Iceland,2006,male,55-74 years,4,23812,16.8,"17,048,647,568",60243
9652,Iceland,2006,female,35-54 years,6,40957,14.65,"17,048,647,568",60243
9653,Iceland,2006,female,55-74 years,3,23797,12.61,"17,048,647,568",60243
9654,Iceland,2006,male,25-34 years,2,23135,8.64,"17,048,647,568",60243
9655,Iceland,2006,female,25-34 years,1,21650,4.62,"17,048,647,568",60243
9656,Iceland,2006,female,15-24 years,0,21657,0,"17,048,647,568",60243
9657,Iceland,2006,female,5-14 years,0,21538,0,"17,048,647,568",60243
9658,Iceland,2006,female,75+ years,0,9927,0,"17,048,647,568",60243
9659,Iceland,2006,male,5-14 years,0,22494,0,"17,048,647,568",60243
9660,Iceland,2006,male,75+ years,0,7248,0,"17,048,647,568",60243
9661,Iceland,2007,male,75+ years,3,7454,40.25,"21,319,946,740",73590
9662,Iceland,2007,male,15-24 years,7,23231,30.13,"21,319,946,740",73590
9663,Iceland,2007,male,35-54 years,12,45690,26.26,"21,319,946,740",73590
9664,Iceland,2007,male,25-34 years,6,24445,24.54,"21,319,946,740",73590
9665,Iceland,2007,female,75+ years,1,10165,9.84,"21,319,946,740",73590
9666,Iceland,2007,female,25-34 years,2,22098,9.05,"21,319,946,740",73590
9667,Iceland,2007,female,55-74 years,2,24464,8.18,"21,319,946,740",73590
9668,Iceland,2007,male,55-74 years,2,24652,8.11,"21,319,946,740",73590
9669,Iceland,2007,female,15-24 years,1,22072,4.53,"21,319,946,740",73590
9670,Iceland,2007,female,35-54 years,1,41594,2.4,"21,319,946,740",73590
9671,Iceland,2007,female,5-14 years,0,21535,0,"21,319,946,740",73590
9672,Iceland,2007,male,5-14 years,0,22312,0,"21,319,946,740",73590
9673,Iceland,2008,male,55-74 years,7,25539,27.41,"17,658,408,759",59489
9674,Iceland,2008,male,35-54 years,10,46462,21.52,"17,658,408,759",59489
9675,Iceland,2008,female,55-74 years,5,25254,19.8,"17,658,408,759",59489
9676,Iceland,2008,male,25-34 years,5,25691,19.46,"17,658,408,759",59489
9677,Iceland,2008,male,15-24 years,4,24143,16.57,"17,658,408,759",59489
9678,Iceland,2008,male,75+ years,1,7603,13.15,"17,658,408,759",59489
9679,Iceland,2008,female,35-54 years,4,42525,9.41,"17,658,408,759",59489
9680,Iceland,2008,female,25-34 years,2,22818,8.77,"17,658,408,759",59489
9681,Iceland,2008,female,15-24 years,0,22861,0,"17,658,408,759",59489
9682,Iceland,2008,female,5-14 years,0,21461,0,"17,658,408,759",59489
9683,Iceland,2008,female,75+ years,0,10302,0,"17,658,408,759",59489
9684,Iceland,2008,male,5-14 years,0,22177,0,"17,658,408,759",59489
9685,Iceland,2009,male,55-74 years,10,26267,38.07,"12,944,114,736",43700
9686,Iceland,2009,male,25-34 years,6,24715,24.28,"12,944,114,736",43700
9687,Iceland,2009,male,35-54 years,10,44805,22.32,"12,944,114,736",43700
9688,Iceland,2009,female,35-54 years,6,42732,14.04,"12,944,114,736",43700
9689,Iceland,2009,male,75+ years,1,7788,12.84,"12,944,114,736",43700
9690,Iceland,2009,male,15-24 years,2,23991,8.34,"12,944,114,736",43700
9691,Iceland,2009,female,55-74 years,1,26010,3.84,"12,944,114,736",43700
9692,Iceland,2009,female,15-24 years,0,22973,0,"12,944,114,736",43700
9693,Iceland,2009,female,25-34 years,0,22959,0,"12,944,114,736",43700
9694,Iceland,2009,female,5-14 years,0,21382,0,"12,944,114,736",43700
9695,Iceland,2009,female,75+ years,0,10439,0,"12,944,114,736",43700
9696,Iceland,2009,male,5-14 years,0,22143,0,"12,944,114,736",43700
9697,Iceland,2010,male,75+ years,3,7930,37.83,"13,310,567,803",45179
9698,Iceland,2010,male,25-34 years,8,23610,33.88,"13,310,567,803",45179
9699,Iceland,2010,male,55-74 years,7,26976,25.95,"13,310,567,803",45179
9700,Iceland,2010,male,35-54 years,11,43584,25.24,"13,310,567,803",45179
9701,Iceland,2010,male,15-24 years,6,23905,25.1,"13,310,567,803",45179
9702,Iceland,2010,female,35-54 years,5,42526,11.76,"13,310,567,803",45179
9703,Iceland,2010,female,55-74 years,3,26898,11.15,"13,310,567,803",45179
9704,Iceland,2010,male,5-14 years,1,21935,4.56,"13,310,567,803",45179
9705,Iceland,2010,female,25-34 years,1,22558,4.43,"13,310,567,803",45179
9706,Iceland,2010,female,15-24 years,1,22907,4.37,"13,310,567,803",45179
9707,Iceland,2010,female,5-14 years,0,21185,0,"13,310,567,803",45179
9708,Iceland,2010,female,75+ years,0,10606,0,"13,310,567,803",45179
9709,Iceland,2011,male,25-34 years,5,23085,21.66,"14,732,689,535",49861
9710,Iceland,2011,male,55-74 years,6,27936,21.48,"14,732,689,535",49861
9711,Iceland,2011,male,35-54 years,8,43120,18.55,"14,732,689,535",49861
9712,Iceland,2011,male,15-24 years,2,24083,8.3,"14,732,689,535",49861
9713,Iceland,2011,female,55-74 years,2,27822,7.19,"14,732,689,535",49861
9714,Iceland,2011,male,5-14 years,1,21828,4.58,"14,732,689,535",49861
9715,Iceland,2011,female,25-34 years,1,22337,4.48,"14,732,689,535",49861
9716,Iceland,2011,female,15-24 years,1,22926,4.36,"14,732,689,535",49861
9717,Iceland,2011,female,35-54 years,1,42475,2.35,"14,732,689,535",49861
9718,Iceland,2011,female,5-14 years,0,21068,0,"14,732,689,535",49861
9719,Iceland,2011,female,75+ years,0,10762,0,"14,732,689,535",49861
9720,Iceland,2011,male,75+ years,0,8033,0,"14,732,689,535",49861
9721,Iceland,2012,male,25-34 years,7,22931,30.53,"14,292,008,745",48083
9722,Iceland,2012,male,75+ years,2,8207,24.37,"14,292,008,745",48083
9723,Iceland,2012,male,55-74 years,6,28966,20.71,"14,292,008,745",48083
9724,Iceland,2012,male,35-54 years,8,42696,18.74,"14,292,008,745",48083
9725,Iceland,2012,female,55-74 years,4,28784,13.9,"14,292,008,745",48083
9726,Iceland,2012,male,15-24 years,3,24210,12.39,"14,292,008,745",48083
9727,Iceland,2012,female,25-34 years,2,22249,8.99,"14,292,008,745",48083
9728,Iceland,2012,female,15-24 years,2,22968,8.71,"14,292,008,745",48083
9729,Iceland,2012,female,35-54 years,3,42450,7.07,"14,292,008,745",48083
9730,Iceland,2012,female,5-14 years,0,21068,0,"14,292,008,745",48083
9731,Iceland,2012,female,75+ years,0,10882,0,"14,292,008,745",48083
9732,Iceland,2012,male,5-14 years,0,21827,0,"14,292,008,745",48083
9733,Iceland,2013,male,75+ years,5,8368,59.75,"15,548,321,544",51749
9734,Iceland,2013,male,25-34 years,7,23318,30.02,"15,548,321,544",51749
9735,Iceland,2013,male,35-54 years,12,42535,28.21,"15,548,321,544",51749
9736,Iceland,2013,female,75+ years,3,10950,27.4,"15,548,321,544",51749
9737,Iceland,2013,male,15-24 years,5,24215,20.65,"15,548,321,544",51749
9738,Iceland,2013,male,55-74 years,6,29974,20.02,"15,548,321,544",51749
9739,Iceland,2013,female,25-34 years,3,22445,13.37,"15,548,321,544",51749
9740,Iceland,2013,female,35-54 years,5,42524,11.76,"15,548,321,544",51749
9741,Iceland,2013,female,55-74 years,3,29831,10.06,"15,548,321,544",51749
9742,Iceland,2013,female,15-24 years,0,22970,0,"15,548,321,544",51749
9743,Iceland,2013,female,5-14 years,0,21275,0,"15,548,321,544",51749
9744,Iceland,2013,male,5-14 years,0,22051,0,"15,548,321,544",51749
9745,Iceland,2014,male,75+ years,5,8491,58.89,"17,304,033,021",56833
9746,Iceland,2014,male,25-34 years,9,23711,37.96,"17,304,033,021",56833
9747,Iceland,2014,male,55-74 years,8,31027,25.78,"17,304,033,021",56833
9748,Iceland,2014,male,15-24 years,4,24185,16.54,"17,304,033,021",56833
9749,Iceland,2014,male,35-54 years,7,42731,16.38,"17,304,033,021",56833
9750,Iceland,2014,female,35-54 years,4,42655,9.38,"17,304,033,021",56833
9751,Iceland,2014,female,75+ years,1,11043,9.06,"17,304,033,021",56833
9752,Iceland,2014,female,25-34 years,2,22708,8.81,"17,304,033,021",56833
9753,Iceland,2014,female,15-24 years,2,22989,8.7,"17,304,033,021",56833
9754,Iceland,2014,female,55-74 years,2,30942,6.46,"17,304,033,021",56833
9755,Iceland,2014,female,5-14 years,0,21544,0,"17,304,033,021",56833
9756,Iceland,2014,male,5-14 years,0,22446,0,"17,304,033,021",56833
9757,Iceland,2015,male,15-24 years,7,24116,29.03,"16,942,247,374",54909
9758,Iceland,2015,male,35-54 years,11,43119,25.51,"16,942,247,374",54909
9759,Iceland,2015,male,25-34 years,6,24128,24.87,"16,942,247,374",54909
9760,Iceland,2015,female,55-74 years,6,32013,18.74,"16,942,247,374",54909
9761,Iceland,2015,female,75+ years,2,11158,17.92,"16,942,247,374",54909
9762,Iceland,2015,male,55-74 years,5,32159,15.55,"16,942,247,374",54909
9763,Iceland,2015,female,35-54 years,2,42858,4.67,"16,942,247,374",54909
9764,Iceland,2015,female,25-34 years,1,22913,4.36,"16,942,247,374",54909
9765,Iceland,2015,female,15-24 years,0,22962,0,"16,942,247,374",54909
9766,Iceland,2015,female,5-14 years,0,21738,0,"16,942,247,374",54909
9767,Iceland,2015,male,5-14 years,0,22771,0,"16,942,247,374",54909
9768,Iceland,2015,male,75+ years,0,8619,0,"16,942,247,374",54909
9769,Iceland,2016,male,25-34 years,8,25029,31.96,"20,304,098,101",64708
9770,Iceland,2016,male,55-74 years,10,33247,30.08,"20,304,098,101",64708
9771,Iceland,2016,male,35-54 years,11,44024,24.99,"20,304,098,101",64708
9772,Iceland,2016,male,15-24 years,6,24099,24.9,"20,304,098,101",64708
9773,Iceland,2016,male,75+ years,1,8723,11.46,"20,304,098,101",64708
9774,Iceland,2016,female,25-34 years,2,23233,8.61,"20,304,098,101",64708
9775,Iceland,2016,female,55-74 years,2,32963,6.07,"20,304,098,101",64708
9776,Iceland,2016,female,15-24 years,0,22971,0,"20,304,098,101",64708
9777,Iceland,2016,female,35-54 years,0,43216,0,"20,304,098,101",64708
9778,Iceland,2016,female,75+ years,0,11268,0,"20,304,098,101",64708
9779,Ireland,1991,male,25-34 years,69,243900,28.29,"49,847,128,533",15328
9780,Ireland,1991,male,35-54 years,91,407900,22.31,"49,847,128,533",15328
9781,Ireland,1991,male,55-74 years,53,247500,21.41,"49,847,128,533",15328
9782,Ireland,1991,male,15-24 years,61,307900,19.81,"49,847,128,533",15328
9783,Ireland,1991,male,75+ years,8,63600,12.58,"49,847,128,533",15328
9784,Ireland,1991,female,55-74 years,19,269800,7.04,"49,847,128,533",15328
9785,Ireland,1991,female,25-34 years,15,251600,5.96,"49,847,128,533",15328
9786,Ireland,1991,female,35-54 years,23,400200,5.75,"49,847,128,533",15328
9787,Ireland,1991,female,75+ years,2,99200,2.02,"49,847,128,533",15328
9788,Ireland,1991,female,15-24 years,4,293700,1.36,"49,847,128,533",15328
9789,Ireland,1991,female,5-14 years,0,324600,0,"49,847,128,533",15328
9790,Ireland,1991,male,5-14 years,0,342200,0,"49,847,128,533",15328
9791,Ireland,1992,male,25-34 years,80,246100,32.51,"55,985,506,499",17051
9792,Ireland,1992,male,55-74 years,60,248700,24.13,"55,985,506,499",17051
9793,Ireland,1992,male,15-24 years,68,313100,21.72,"55,985,506,499",17051
9794,Ireland,1992,male,35-54 years,82,416800,19.67,"55,985,506,499",17051
9795,Ireland,1992,male,75+ years,11,64800,16.98,"55,985,506,499",17051
9796,Ireland,1992,female,55-74 years,21,270500,7.76,"55,985,506,499",17051
9797,Ireland,1992,female,25-34 years,11,252800,4.35,"55,985,506,499",17051
9798,Ireland,1992,female,75+ years,4,101300,3.95,"55,985,506,499",17051
9799,Ireland,1992,female,35-54 years,16,410400,3.9,"55,985,506,499",17051
9800,Ireland,1992,female,15-24 years,6,297400,2.02,"55,985,506,499",17051
9801,Ireland,1992,male,5-14 years,3,339800,0.88,"55,985,506,499",17051
9802,Ireland,1992,female,5-14 years,0,321700,0,"55,985,506,499",17051
9803,Ireland,1993,male,25-34 years,57,247200,23.06,"52,480,253,169",15872
9804,Ireland,1993,male,55-74 years,56,250200,22.38,"52,480,253,169",15872
9805,Ireland,1993,male,35-54 years,85,426500,19.93,"52,480,253,169",15872
9806,Ireland,1993,male,15-24 years,45,316400,14.22,"52,480,253,169",15872
9807,Ireland,1993,male,75+ years,8,65100,12.29,"52,480,253,169",15872
9808,Ireland,1993,female,35-54 years,28,421100,6.65,"52,480,253,169",15872
9809,Ireland,1993,female,55-74 years,14,271400,5.16,"52,480,253,169",15872
9810,Ireland,1993,female,25-34 years,13,252600,5.15,"52,480,253,169",15872
9811,Ireland,1993,female,15-24 years,9,300100,3,"52,480,253,169",15872
9812,Ireland,1993,female,75+ years,3,102900,2.92,"52,480,253,169",15872
9813,Ireland,1993,male,5-14 years,8,335100,2.39,"52,480,253,169",15872
9814,Ireland,1993,female,5-14 years,0,317900,0,"52,480,253,169",15872
9815,Ireland,1994,male,25-34 years,77,249000,30.92,"57,166,037,102",17188
9816,Ireland,1994,male,35-54 years,99,436500,22.68,"57,166,037,102",17188
9817,Ireland,1994,male,15-24 years,69,318100,21.69,"57,166,037,102",17188
9818,Ireland,1994,male,75+ years,13,64700,20.09,"57,166,037,102",17188
9819,Ireland,1994,male,55-74 years,44,252800,17.41,"57,166,037,102",17188
9820,Ireland,1994,female,55-74 years,27,272800,9.9,"57,166,037,102",17188
9821,Ireland,1994,female,35-54 years,38,431300,8.81,"57,166,037,102",17188
9822,Ireland,1994,female,15-24 years,13,303000,4.29,"57,166,037,102",17188
9823,Ireland,1994,female,25-34 years,9,256100,3.51,"57,166,037,102",17188
9824,Ireland,1994,female,75+ years,3,103200,2.91,"57,166,037,102",17188
9825,Ireland,1994,male,5-14 years,2,328300,0.61,"57,166,037,102",17188
9826,Ireland,1994,female,5-14 years,0,310200,0,"57,166,037,102",17188
9827,Ireland,1995,male,25-34 years,67,253100,26.47,"69,222,626,263",20689
9828,Ireland,1995,male,35-54 years,111,444400,24.98,"69,222,626,263",20689
9829,Ireland,1995,male,15-24 years,76,319400,23.79,"69,222,626,263",20689
9830,Ireland,1995,male,75+ years,14,66000,21.21,"69,222,626,263",20689
9831,Ireland,1995,male,55-74 years,48,254200,18.88,"69,222,626,263",20689
9832,Ireland,1995,female,25-34 years,20,259200,7.72,"69,222,626,263",20689
9833,Ireland,1995,female,35-54 years,34,441600,7.7,"69,222,626,263",20689
9834,Ireland,1995,female,55-74 years,13,273900,4.75,"69,222,626,263",20689
9835,Ireland,1995,female,15-24 years,11,306300,3.59,"69,222,626,263",20689
9836,Ireland,1995,female,75+ years,3,105500,2.84,"69,222,626,263",20689
9837,Ireland,1995,male,5-14 years,4,319700,1.25,"69,222,626,263",20689
9838,Ireland,1995,female,5-14 years,2,302600,0.66,"69,222,626,263",20689
9839,Ireland,1996,male,25-34 years,89,257100,34.62,"75,880,632,560",22478
9840,Ireland,1996,male,15-24 years,82,323100,25.38,"75,880,632,560",22478
9841,Ireland,1996,male,35-54 years,111,454800,24.41,"75,880,632,560",22478
9842,Ireland,1996,male,75+ years,15,66900,22.42,"75,880,632,560",22478
9843,Ireland,1996,male,55-74 years,44,256900,17.13,"75,880,632,560",22478
9844,Ireland,1996,female,25-34 years,15,262900,5.71,"75,880,632,560",22478
9845,Ireland,1996,female,35-54 years,24,453300,5.29,"75,880,632,560",22478
9846,Ireland,1996,female,15-24 years,14,309800,4.52,"75,880,632,560",22478
9847,Ireland,1996,female,55-74 years,8,274300,2.92,"75,880,632,560",22478
9848,Ireland,1996,female,75+ years,2,107700,1.86,"75,880,632,560",22478
9849,Ireland,1996,male,5-14 years,4,312700,1.28,"75,880,632,560",22478
9850,Ireland,1996,female,5-14 years,0,296300,0,"75,880,632,560",22478
9851,Ireland,1997,male,15-24 years,105,327450,32.07,"82,826,146,132",24259
9852,Ireland,1997,male,25-34 years,80,261887,30.55,"82,826,146,132",24259
9853,Ireland,1997,male,35-54 years,126,467626,26.94,"82,826,146,132",24259
9854,Ireland,1997,male,55-74 years,49,260486,18.81,"82,826,146,132",24259
9855,Ireland,1997,male,75+ years,12,67496,17.78,"82,826,146,132",24259
9856,Ireland,1997,female,55-74 years,23,276097,8.33,"82,826,146,132",24259
9857,Ireland,1997,female,35-54 years,33,466997,7.07,"82,826,146,132",24259
9858,Ireland,1997,female,15-24 years,19,313447,6.06,"82,826,146,132",24259
9859,Ireland,1997,female,25-34 years,12,267638,4.48,"82,826,146,132",24259
9860,Ireland,1997,female,75+ years,3,109207,2.75,"82,826,146,132",24259
9861,Ireland,1997,male,5-14 years,4,305770,1.31,"82,826,146,132",24259
9862,Ireland,1997,female,5-14 years,0,290184,0,"82,826,146,132",24259
9863,Ireland,1998,male,25-34 years,106,268458,39.48,"90,082,034,316",26115
9864,Ireland,1998,male,15-24 years,112,328079,34.14,"90,082,034,316",26115
9865,Ireland,1998,male,35-54 years,140,479431,29.2,"90,082,034,316",26115
9866,Ireland,1998,male,55-74 years,55,264994,20.76,"90,082,034,316",26115
9867,Ireland,1998,male,75+ years,11,68586,16.04,"90,082,034,316",26115
9868,Ireland,1998,female,35-54 years,34,479738,7.09,"90,082,034,316",26115
9869,Ireland,1998,female,55-74 years,12,279666,4.29,"90,082,034,316",26115
9870,Ireland,1998,female,15-24 years,13,314723,4.13,"90,082,034,316",26115
9871,Ireland,1998,female,25-34 years,10,271872,3.68,"90,082,034,316",26115
9872,Ireland,1998,female,75+ years,3,111741,2.68,"90,082,034,316",26115
9873,Ireland,1998,female,5-14 years,1,283607,0.35,"90,082,034,316",26115
9874,Ireland,1998,male,5-14 years,1,298520,0.33,"90,082,034,316",26115
9875,Ireland,1999,male,25-34 years,82,274372,29.89,"98,691,849,563",28344
9876,Ireland,1999,male,15-24 years,86,327454,26.26,"98,691,849,563",28344
9877,Ireland,1999,male,55-74 years,58,270407,21.45,"98,691,849,563",28344
9878,Ireland,1999,male,35-54 years,104,490716,21.19,"98,691,849,563",28344
9879,Ireland,1999,male,75+ years,10,68952,14.5,"98,691,849,563",28344
9880,Ireland,1999,female,55-74 years,18,283198,6.36,"98,691,849,563",28344
9881,Ireland,1999,female,25-34 years,15,277242,5.41,"98,691,849,563",28344
9882,Ireland,1999,female,15-24 years,17,315004,5.4,"98,691,849,563",28344
9883,Ireland,1999,female,35-54 years,26,490684,5.3,"98,691,849,563",28344
9884,Ireland,1999,female,75+ years,5,113032,4.42,"98,691,849,563",28344
